id,gender,age,major,gpa,SoloFounder,UniversityInCity,HasMentor,Perseverance,DesireToTakeInitiative,Competitiveness,SelfReliance,StrongNeedToAchieve,SelfConfidence,GoodPhysicalHealth,StartedBusiness
14536,Male,18,Arts,1.97,Yes,No,,4,2,1,5,4,2,4,No
14537,Male,19,History,2.19,No,Yes,Yes,5,5,2,4,4,5,3,No
14538,Male,20,Life Sciences,3.98,Yes,No,Yes,4,5,2,5,1,3,5,No
14539,Bigender,20,History,3.22,No,Yes,Yes,2,4,4,3,5,4,2,No
14540,Male,17,Communications,3.76,No,Yes,Yes,1,4,5,2,4,4,1,No
14541,Male,23,Social Sciences,3.99,No,Yes,Yes,2,2,4,3,3,4,3,No
14542,Male,21,Business,2.07,Yes,No,Yes,1,3,4,4,2,4,2,No
14543,Male,20,Business,3.3,Yes,Yes,No,5,3,1,1,1,4,4,No
14544,Female,23,Social Sciences,2.08,Yes,Yes,No,2,2,1,4,3,5,4,No
14545,Bigender,20,Communications,2.22,No,Yes,No,5,1,3,4,1,4,5,No
14546,Female,19,Information Systems,2.94,Yes,,Yes,,,,,,,,
14547,Male,19,Language,1.87,No,Yes,Yes,4,2,2,2,2,3,4,No
14548,Female,17,Social Sciences,3.45,No,Yes,No,4,4,3,1,4,3,3,No
14549,Female,18,Communications,2.18,No,No,Yes,5,5,2,1,3,4,5,No
14550,Female,21,Language,1.87,No,Yes,No,3,4,5,1,2,2,2,No
14551,Male,19,Business,3.87,No,No,Yes,4,4,5,4,3,4,1,No
14552,Bigender,19,Arts,3.53,No,No,Yes,2,5,5,1,2,3,4,No
14553,Female,17,Social Sciences,3.1,Yes,Yes,Yes,5,2,3,3,2,3,5,No
14554,Male,18,Business,3.61,,Yes,No,4,1,2,2,2,4,2,No
14555,Male,23,Communications,2.55,Yes,Yes,No,4,3,1,4,2,5,5,No
14556,Male,19,Information Systems,2.52,No,Yes,No,4,3,3,3,3,4,3,No
14557,Male,22,Social Sciences,2.99,No,Yes,Yes,4,4,3,2,1,2,4,No
14558,Female,18,Social Sciences,1.93,No,Yes,Yes,5,1,3,3,4,5,3,Yes
14559,Male,22,Information Systems,1.89,No,Yes,Yes,4,3,3,4,2,1,3,No
14560,Female,18,History,2.15,No,Yes,Yes,3,5,3,5,2,3,4,No
14561,Male,19,Social Sciences,3.87,No,No,Yes,4,3,4,4,5,2,2,No
14562,Female,19,Arts,1.96,No,No,Yes,4,4,3,5,1,1,4,No
14563,Female,18,Communications,2.58,No,No,Yes,2,5,1,5,4,3,1,Yes
14564,Male,18,Engineering,3.43,Yes,Yes,No,5,2,3,4,4,4,2,No
14565,Female,18,Engineering,1.88,No,Yes,Yes,3,2,5,1,1,1,3,No
14566,Female,23,Language,1.81,Yes,No,Yes,2,4,5,3,1,1,1,No
14567,Male,18,Life Sciences,3.25,,Yes,Yes,3,5,2,4,5,3,2,No
14568,Male,19,Social Sciences,3.07,Yes,Yes,Yes,3,4,2,4,2,3,1,Yes
14569,Male,19,Communications,3.02,No,Yes,Yes,1,1,5,2,4,1,4,No
14570,Male,17,History,2.06,No,Yes,Yes,4,1,2,3,1,2,5,No
14571,Male,18,Social Sciences,2.15,No,Yes,Yes,4,4,3,2,3,2,3,No
14572,Female,23,Arts,2.68,No,Yes,No,5,2,1,4,1,3,5,No
14573,Non-binary,19,Communications,2.5,No,Yes,Yes,3,4,4,1,5,5,1,No
14574,Female,18,Social Sciences,2.76,Yes,Yes,Yes,4,1,5,5,4,5,1,No
14575,Genderfluid,20,Social Sciences,2.21,No,Yes,Yes,5,5,5,3,5,4,1,No
14576,Male,17,Business,1.95,No,No,Yes,4,3,2,4,4,4,1,No
14577,Male,22,Social Sciences,2.16,No,Yes,Yes,5,5,5,4,1,2,2,Yes
14578,Agender,21,Business,1.99,No,No,Yes,5,2,4,1,2,1,3,No
14579,Female,21,Life Sciences,2.8,Yes,Yes,No,1,5,5,3,3,4,2,Yes
14580,Male,21,Communications,2.82,No,No,Yes,5,1,1,5,3,5,2,No
14581,Female,22,Engineering,2.26,No,No,Yes,2,5,1,4,1,4,4,No
14582,Male,20,Arts,2.26,Yes,Yes,Yes,4,5,4,1,2,3,1,No
14583,Male,20,Life Sciences,2.91,No,Yes,Yes,4,2,1,1,2,1,3,No
14584,Male,20,Communications,3.74,No,No,No,4,3,1,1,2,4,5,No
14585,Male,18,Business,2.68,No,Yes,Yes,4,5,1,2,3,3,5,Yes
14586,Female,21,Information Systems,2.68,No,Yes,No,4,5,3,4,5,4,5,No
14587,Bigender,21,Information Systems,2.04,No,Yes,Yes,4,1,5,5,2,1,5,Yes
14588,Female,23,Business,2.65,Yes,Yes,No,3,2,1,5,4,3,2,No
14589,Male,19,Business,2.61,No,Yes,Yes,2,3,1,2,4,1,1,No
14590,Male,21,History,1.8,Yes,Yes,Yes,5,4,2,5,1,1,3,Yes
14591,Female,19,Social Sciences,3.21,No,Yes,Yes,5,3,2,5,4,4,3,No
14592,Female,18,History,1.91,No,Yes,No,4,3,2,1,1,2,4,No
14593,Male,17,History,3.98,No,Yes,No,5,4,4,5,4,2,2,No
14594,Male,22,Information Systems,3.86,Yes,No,Yes,3,4,3,2,2,2,5,No
14595,Non-binary,18,Business,2.09,No,No,Yes,5,5,4,3,1,4,3,No
14596,Male,17,Social Sciences,3.6,No,Yes,No,3,5,3,5,2,2,2,Yes
14597,Female,21,Information Systems,3.52,No,No,No,3,2,3,3,3,2,2,No
14598,Genderqueer,23,Social Sciences,3.22,Yes,No,Yes,4,2,1,4,3,2,2,No
14599,Female,22,Business,2.05,Yes,Yes,Yes,5,3,1,1,1,4,1,Yes
14600,Male,19,Business,2.06,Yes,Yes,Yes,4,5,1,4,2,1,4,Yes
14601,Female,23,Engineering,2.19,No,Yes,Yes,4,4,3,1,3,3,4,No
14602,Male,17,Communications,2.14,No,No,No,4,3,2,4,1,4,5,No
14603,Male,18,Engineering,3.22,No,Yes,Yes,4,4,4,5,1,5,4,No
14604,Male,22,Business,3.06,No,Yes,Yes,3,2,4,5,3,3,1,Yes
14605,Female,19,Life Sciences,3.34,Yes,Yes,Yes,1,2,5,2,1,1,5,No
14606,Male,17,Language,2.39,No,No,No,5,3,2,1,3,4,2,Yes
14607,Female,23,History,3.38,Yes,Yes,Yes,5,4,3,1,3,5,2,No
14608,Female,20,Business,2,No,Yes,Yes,4,4,5,3,4,5,4,No
14609,Female,19,Business,3.21,No,No,Yes,4,5,5,3,2,2,4,Yes
14610,Female,20,Business,2.63,No,Yes,Yes,4,3,2,3,2,5,2,Yes
14611,Male,18,Communications,1.92,No,No,Yes,1,1,5,2,5,2,3,Yes
14612,Agender,18,Social Sciences,2.64,No,Yes,No,2,2,1,4,4,3,4,No
14613,Female,18,Information Systems,3.45,,Yes,Yes,4,3,5,3,3,4,2,Yes
14614,Male,22,History,2.27,No,Yes,Yes,3,5,3,5,3,3,3,No
14615,Male,19,Life Sciences,3.27,Yes,No,Yes,4,1,2,3,5,4,1,No
14616,Female,19,Communications,2.49,No,Yes,,1,1,3,1,5,3,2,Yes
14617,Male,23,Communications,3.99,No,Yes,Yes,4,4,3,5,2,4,3,No
14618,Genderfluid,21,Social Sciences,2.71,No,Yes,Yes,3,3,2,1,5,5,2,No
14619,Male,18,Life Sciences,1.87,No,Yes,Yes,2,3,1,4,1,2,5,No
14620,Female,19,Information Systems,3.44,No,Yes,Yes,2,2,5,2,5,2,1,No
14621,Male,17,Engineering,3.96,No,Yes,Yes,2,1,5,2,1,3,3,Yes
14622,Agender,17,Life Sciences,3.59,No,Yes,No,4,5,3,3,1,5,2,No
14623,Female,19,Social Sciences,3.76,No,No,Yes,4,5,2,2,1,4,3,No
14624,Male,22,History,3.5,Yes,Yes,No,3,2,1,3,2,1,1,No
14625,Male,22,Social Sciences,2.9,No,Yes,Yes,5,5,5,1,5,2,1,No
14626,Female,20,Life Sciences,2.53,No,Yes,Yes,2,3,2,3,5,2,2,Yes
14627,Male,17,Communications,3.95,Yes,Yes,Yes,2,2,3,3,5,4,3,No
14628,Male,22,Life Sciences,3.11,Yes,No,No,2,5,4,2,1,1,4,No
14629,Female,20,Arts,2.82,Yes,No,Yes,5,3,4,3,2,5,4,No
14630,Female,21,History,2.48,,Yes,No,4,1,5,4,5,4,5,No
14631,Female,17,Information Systems,3.42,No,Yes,Yes,5,4,4,4,1,2,1,Yes
14632,Male,21,Business,2.58,No,Yes,No,2,5,1,3,2,2,5,Yes
14633,Female,17,Business,3.91,No,Yes,Yes,1,4,5,1,5,2,3,No
14634,Female,20,Social Sciences,2.68,No,No,Yes,1,2,3,3,1,4,4,No
14635,Male,21,Information Systems,3.5,No,Yes,Yes,4,5,1,2,2,2,1,No
14636,Male,23,Business,2.78,No,Yes,Yes,5,1,3,4,1,5,5,No
14637,Male,17,Social Sciences,3.85,Yes,Yes,Yes,4,3,1,5,1,1,3,No
14638,Male,17,Social Sciences,2.78,No,Yes,Yes,4,4,5,3,2,3,3,No
14639,Male,23,Life Sciences,3.66,No,Yes,No,3,2,3,1,3,4,2,Yes
14640,Male,22,Communications,2.02,No,Yes,Yes,5,2,4,2,2,5,4,Yes
14641,Female,17,Social Sciences,2.48,,Yes,Yes,3,3,1,3,2,1,3,No
14642,Male,22,Engineering,3.83,No,Yes,No,4,2,5,4,4,4,4,No
14643,Male,17,Life Sciences,2.34,No,Yes,Yes,2,1,1,3,2,2,1,No
14644,Male,20,Business,3.26,No,Yes,No,3,2,3,1,1,3,3,No
14645,Female,19,Communications,2.78,No,Yes,Yes,2,5,4,5,2,1,4,No
14646,Male,20,Business,1.8,No,No,Yes,5,3,2,5,2,5,1,No
14647,Male,19,Business,2.5,No,Yes,No,5,2,4,1,1,1,5,Yes
14648,Genderqueer,22,Information Systems,1.99,No,Yes,Yes,4,3,2,3,1,4,2,No
14649,Female,23,Engineering,1.99,,Yes,Yes,4,4,5,3,4,4,4,No
14650,Female,20,Social Sciences,3.14,No,Yes,Yes,3,3,2,1,5,3,5,No
14651,Female,20,Arts,2.96,No,Yes,Yes,5,2,4,5,1,5,5,Yes
14652,Female,21,Life Sciences,3.57,No,Yes,Yes,5,2,1,3,4,1,4,Yes
14653,Female,21,Social Sciences,3.93,No,Yes,Yes,1,2,5,2,1,2,1,No
14654,Male,23,Life Sciences,2.65,No,Yes,Yes,2,2,5,3,3,3,3,No
14655,Genderfluid,21,Life Sciences,2.56,Yes,No,,1,4,4,1,1,2,3,Yes
14656,Female,18,Business,2.54,,Yes,Yes,4,4,3,1,3,4,4,Yes
14657,Polygender,17,Communications,2.71,No,Yes,Yes,5,2,3,1,5,3,4,Yes
14658,Male,22,History,3.55,No,Yes,Yes,5,5,1,5,1,3,3,Yes
14659,Male,19,Social Sciences,3.75,No,Yes,Yes,2,3,1,4,5,4,5,No
14660,Male,18,Communications,3.25,No,Yes,Yes,4,4,2,1,4,2,5,No
14661,Female,21,Business,2.37,No,Yes,Yes,3,5,5,2,1,3,1,No
14662,Female,18,Business,3.13,No,No,Yes,4,5,1,1,5,2,2,No
14663,Male,20,Business,1.94,No,No,Yes,4,1,5,5,4,4,4,No
14664,Female,17,Social Sciences,1.81,Yes,Yes,Yes,1,4,3,4,5,5,4,No
14665,Male,18,Business,3.52,No,No,No,5,5,4,3,4,1,3,No
14666,Male,20,Information Systems,3.03,Yes,Yes,Yes,5,2,2,2,5,4,4,No
14667,Male,19,History,2.65,No,Yes,Yes,4,3,3,4,3,3,5,No
14668,Female,19,Social Sciences,3.94,No,No,Yes,5,1,3,2,1,2,3,No
14669,Female,17,Communications,3.78,No,No,No,2,5,1,5,5,3,1,No
14670,Male,21,Social Sciences,2,No,Yes,No,4,3,1,5,1,1,5,No
14671,Female,22,Social Sciences,2.68,No,No,No,3,4,4,4,1,5,5,No
14672,Female,21,Social Sciences,3.99,No,Yes,Yes,5,5,4,3,2,4,2,No
14673,Female,17,Life Sciences,2.72,Yes,Yes,Yes,4,5,5,1,2,4,5,No
14674,Agender,21,Social Sciences,3.91,No,Yes,Yes,4,2,2,5,4,4,1,Yes
14675,Male,21,Social Sciences,2.64,No,Yes,Yes,5,4,1,5,4,5,1,Yes
14676,Male,18,Business,1.92,No,Yes,Yes,4,4,5,5,1,2,3,No
14677,Male,21,Communications,1.98,,Yes,Yes,4,1,1,2,1,5,2,Yes
14678,Polygender,21,Business,2.73,No,No,Yes,4,3,4,5,3,4,1,No
14679,Male,21,Life Sciences,3.11,No,No,Yes,3,4,1,5,4,4,1,Yes
14680,Female,23,Social Sciences,2.17,No,Yes,Yes,5,5,5,3,5,1,4,No
14681,Male,21,History,2.16,No,No,Yes,4,2,1,3,2,2,1,No
14682,Female,18,Social Sciences,1.86,No,Yes,No,1,1,2,5,3,1,5,No
14683,Genderfluid,22,Engineering,2.51,Yes,Yes,Yes,4,4,3,3,1,1,4,No
14684,Male,20,Communications,3.49,,Yes,Yes,4,1,2,3,1,3,1,No
14685,Agender,18,Communications,3.68,Yes,No,Yes,5,1,5,2,5,3,1,No
14686,Male,23,Information Systems,1.99,Yes,No,Yes,4,3,3,1,4,1,3,Yes
14687,Male,21,Business,2.85,No,Yes,Yes,1,4,4,3,4,5,4,Yes
14688,Female,19,Life Sciences,3.48,No,Yes,Yes,2,2,5,1,5,3,5,No
14689,Female,18,Social Sciences,3.02,No,No,Yes,4,4,5,1,2,2,3,Yes
14690,Male,23,History,3.65,,Yes,Yes,5,2,5,5,5,3,4,No
14691,Male,17,Business,2.58,No,Yes,No,2,2,3,2,4,2,5,No
14692,Male,18,Social Sciences,3.64,Yes,Yes,Yes,2,3,3,1,5,3,2,No
14693,Female,23,Communications,2.8,Yes,Yes,Yes,2,1,3,4,2,1,3,No
14694,Agender,23,Business,3.07,,Yes,Yes,4,4,5,2,2,2,3,No
14695,Male,22,Life Sciences,2.67,Yes,Yes,Yes,4,2,5,2,4,4,3,No
14696,Male,17,Social Sciences,3.84,Yes,Yes,Yes,2,3,4,2,2,5,4,No
14697,Male,17,Social Sciences,2.28,No,Yes,Yes,2,3,2,5,3,3,5,Yes
14698,Male,22,Business,2.76,Yes,Yes,No,5,1,2,4,4,5,2,No
14699,Female,21,Life Sciences,2.07,No,Yes,Yes,2,4,2,3,3,5,2,No
14700,Male,22,Social Sciences,2.57,Yes,Yes,Yes,5,1,5,1,5,4,4,No
14701,Polygender,18,Life Sciences,3.18,No,No,Yes,5,2,5,3,2,1,5,No
14702,Male,17,Social Sciences,3.91,No,Yes,No,4,4,3,2,4,5,2,Yes
14703,Male,21,Engineering,2.79,Yes,No,Yes,4,2,4,3,2,5,4,No
14704,Female,23,Arts,2.41,Yes,Yes,No,4,4,2,1,4,2,1,No
14705,Male,18,History,3.37,No,,Yes,,,,,,,,
14706,Male,23,Engineering,2.05,Yes,Yes,No,2,4,3,1,4,5,3,No
14707,Female,22,Social Sciences,2.86,Yes,Yes,Yes,4,4,3,5,1,1,4,No
14708,Female,17,History,2.35,Yes,Yes,Yes,3,2,5,3,1,2,5,Yes
14709,Male,22,Life Sciences,2.96,No,No,No,4,1,1,4,4,2,1,Yes
14710,Female,19,Social Sciences,3.46,No,No,Yes,2,5,4,5,5,3,4,No
14711,Male,23,History,2.47,,No,Yes,4,4,1,5,2,3,5,No
14712,Female,20,History,2.19,Yes,No,Yes,4,1,2,2,3,5,5,Yes
14713,Polygender,23,Engineering,2.01,No,Yes,Yes,3,4,2,1,4,5,1,No
14714,Male,20,Business,3.08,No,No,No,4,2,4,2,3,2,1,No
14715,Male,22,Social Sciences,2.25,Yes,Yes,Yes,5,5,2,5,2,1,3,No
14716,Female,18,Social Sciences,3.03,,Yes,Yes,4,4,4,2,3,1,3,No
14717,Female,19,Business,3.56,Yes,Yes,Yes,4,5,4,3,2,4,4,Yes
14718,Male,20,Social Sciences,3.71,No,Yes,Yes,4,4,3,1,5,1,2,No
14719,Male,20,Social Sciences,3.93,No,No,Yes,1,3,3,1,1,1,4,No
14720,Male,18,Social Sciences,3.71,No,No,Yes,4,2,5,4,5,5,4,No
14721,Male,18,Social Sciences,3.64,No,No,Yes,4,5,3,4,5,2,5,No
14722,Female,21,Arts,3.66,No,Yes,Yes,4,2,4,4,3,5,2,No
14723,Male,20,Business,2,No,Yes,Yes,2,1,3,3,3,3,4,Yes
14724,Male,20,Communications,2.73,,Yes,Yes,2,3,4,2,2,3,2,No
14725,Male,23,Business,3.8,Yes,No,Yes,5,4,1,3,4,5,5,No
14726,Agender,20,Information Systems,2.11,No,No,Yes,4,2,3,2,4,3,1,Yes
14727,Female,22,Business,3.09,No,Yes,No,5,4,3,3,4,4,4,No
14728,Female,21,Information Systems,2.9,No,Yes,Yes,5,4,3,5,1,3,1,Yes
14729,Male,18,Social Sciences,2.66,Yes,Yes,Yes,4,3,3,4,2,5,5,Yes
14730,Female,20,Information Systems,2.66,No,No,Yes,2,1,1,4,5,3,4,Yes
14731,Agender,23,Social Sciences,3.4,No,Yes,Yes,3,5,5,1,3,2,2,No
14732,Female,23,Social Sciences,2.17,No,Yes,Yes,4,5,2,5,2,1,1,No
14733,Female,18,Language,2.29,No,No,Yes,2,4,4,5,5,4,5,No
14734,Female,18,Life Sciences,2.4,No,No,Yes,4,1,3,1,2,1,5,No
14735,Male,22,Life Sciences,2.63,,Yes,Yes,4,1,3,2,1,3,3,No
14736,Female,18,Communications,2.14,Yes,Yes,Yes,2,4,4,5,2,3,5,No
14737,Male,23,Information Systems,3.59,No,Yes,Yes,5,1,5,5,1,3,1,No
14738,Female,23,Language,2.51,No,Yes,Yes,2,1,4,4,2,3,2,No
14739,Male,23,Arts,3.91,Yes,Yes,Yes,4,1,3,4,3,2,2,No
14740,Female,19,History,3.77,No,Yes,Yes,3,1,2,5,5,1,1,No
14741,Male,19,Business,1.83,No,Yes,Yes,4,2,5,5,2,4,5,No
14742,Female,20,Social Sciences,2.16,No,Yes,Yes,5,1,1,3,2,4,2,Yes
14743,Female,21,Language,3.86,No,No,Yes,4,3,5,2,5,2,3,No
14744,Male,20,Business,1.9,No,No,Yes,5,2,1,2,1,4,2,No
14745,Female,22,Business,3.19,No,No,No,3,2,5,5,4,5,4,No
14746,Female,21,Social Sciences,2.85,No,No,Yes,2,4,1,5,2,5,3,No
14747,Male,18,Social Sciences,3.05,No,Yes,Yes,2,2,4,3,5,1,5,No
14748,Female,21,Social Sciences,2.06,No,Yes,Yes,3,2,1,3,5,1,4,No
14749,Female,22,Social Sciences,2.23,No,Yes,Yes,4,2,5,1,2,4,2,Yes
14750,Female,17,Arts,1.95,No,Yes,No,3,2,3,5,4,3,2,Yes
14751,Female,22,Communications,3.98,,Yes,Yes,2,5,3,5,1,1,3,Yes
14752,Male,17,Social Sciences,2.35,No,Yes,Yes,2,5,2,3,3,2,3,No
14753,Male,22,Business,3.25,No,Yes,Yes,1,4,5,4,1,1,2,No
14754,Male,19,Social Sciences,2.08,No,Yes,Yes,3,1,2,3,3,1,3,No
14755,Male,22,Arts,3.57,Yes,No,Yes,4,1,4,4,3,2,1,No
14756,Female,22,Arts,3.05,No,Yes,Yes,2,5,1,2,3,5,1,No
14757,Male,22,Information Systems,2.74,No,Yes,Yes,1,4,5,5,3,5,1,No
14758,Male,21,Social Sciences,3.76,No,Yes,No,5,1,2,3,5,1,3,No
14759,Female,23,Social Sciences,3.7,No,Yes,Yes,4,2,3,5,3,4,1,Yes
14760,Female,20,Communications,2.99,No,,No,,,,,,,,
14761,Male,18,Life Sciences,2.71,No,Yes,Yes,2,2,2,1,1,3,4,Yes
14762,Female,18,Arts,2.47,No,No,Yes,4,1,3,4,3,2,3,Yes
14763,Female,21,Language,2.2,No,Yes,No,5,2,5,5,3,5,3,No
14764,Female,20,Arts,3.42,Yes,Yes,No,4,3,5,1,3,3,2,No
14765,Male,21,Business,1.95,Yes,Yes,No,4,2,4,1,1,2,2,Yes
14766,Female,23,Business,2.5,No,Yes,No,5,2,5,5,4,4,2,No
14767,Female,23,Information Systems,3.69,Yes,Yes,Yes,4,1,3,5,3,3,2,No
14768,Male,22,Business,3.24,No,No,No,4,5,2,3,3,2,1,No
14769,Male,23,Business,2.48,No,No,Yes,5,4,1,1,2,1,5,No
14770,Male,18,Business,3.75,No,Yes,Yes,2,4,1,2,2,5,3,No
14771,Male,23,Arts,2.79,No,Yes,Yes,4,4,1,2,2,1,5,No
14772,Male,19,Business,2.28,Yes,,Yes,,,,,,,,
14773,Male,19,Language,2.44,No,No,Yes,1,1,3,1,3,2,4,No
14774,Male,23,Information Systems,3.69,No,Yes,Yes,5,3,5,5,4,5,3,No
14775,Male,22,Social Sciences,3.45,No,Yes,Yes,5,5,3,2,4,4,5,No
14776,Female,18,Business,3.25,Yes,Yes,Yes,4,1,4,2,2,2,2,No
14777,Female,20,Communications,1.83,No,No,Yes,3,2,3,5,4,1,4,No
14778,Male,23,Engineering,2.25,No,Yes,No,1,5,3,2,4,4,4,No
14779,Female,22,Business,3.21,No,Yes,Yes,2,1,5,4,3,2,2,No
14780,Female,21,Information Systems,2.67,Yes,Yes,No,4,5,4,5,1,4,3,No
14781,Female,20,Communications,3.7,Yes,Yes,Yes,5,4,4,1,4,5,1,No
14782,Male,17,Social Sciences,2.25,No,Yes,No,4,3,5,3,3,2,3,No
14783,Female,23,Communications,2.13,No,Yes,Yes,2,2,1,2,4,5,4,Yes
14784,Male,22,Arts,3.01,No,No,Yes,4,4,1,2,2,4,3,No
14785,Female,21,Business,3.51,Yes,Yes,Yes,4,1,4,5,2,2,1,Yes
14786,Female,18,Social Sciences,2.31,Yes,Yes,No,4,5,2,1,3,4,5,No
14787,Female,21,Social Sciences,2.34,Yes,Yes,No,5,1,4,1,1,1,1,Yes
14788,Male,17,Life Sciences,3.68,No,Yes,Yes,4,2,2,4,5,1,3,No
14789,Female,22,Communications,2.95,No,Yes,Yes,4,5,4,5,3,1,5,Yes
14790,Bigender,18,Language,3.85,Yes,Yes,Yes,4,5,2,4,3,4,3,No
14791,Female,23,Communications,2.32,No,No,Yes,4,5,5,2,5,4,3,Yes
14792,Male,17,Communications,2.71,Yes,Yes,Yes,5,1,1,2,5,3,1,No
14793,Female,20,Communications,3.1,Yes,Yes,Yes,5,1,5,1,4,2,2,No
14794,Female,19,Social Sciences,3.5,No,Yes,Yes,5,1,2,1,2,5,5,Yes
14795,Female,19,Social Sciences,3.62,,Yes,,4,5,5,4,5,3,4,Yes
14796,Male,23,Arts,3.68,No,Yes,No,5,5,4,1,5,2,4,Yes
14797,Male,20,Social Sciences,2.59,No,No,No,4,3,5,5,1,3,4,No
14798,Male,22,Business,2.28,Yes,Yes,Yes,4,3,1,4,5,1,4,Yes
14799,Female,18,Engineering,2.75,No,Yes,Yes,4,5,3,4,4,3,3,No
14800,Male,20,Social Sciences,3.44,Yes,Yes,Yes,2,5,1,1,2,4,5,Yes
14801,Male,19,Arts,3.88,No,Yes,No,3,3,1,1,3,5,2,Yes
14802,Female,17,Life Sciences,2.46,No,No,Yes,4,5,5,4,1,1,1,No
14803,Female,17,Life Sciences,3.58,No,Yes,Yes,4,1,4,4,1,1,4,No
14804,Female,17,Business,1.99,Yes,Yes,Yes,4,2,4,5,3,2,3,Yes
14805,Female,19,Engineering,3.91,No,Yes,Yes,4,5,5,5,2,4,3,Yes
14806,Male,21,Life Sciences,3.43,No,No,Yes,4,5,2,4,5,5,5,No
14807,Female,17,Social Sciences,2.11,,Yes,Yes,4,4,1,2,1,1,5,Yes
14808,Female,17,Communications,2.4,No,Yes,Yes,2,4,4,4,4,3,2,No
14809,Male,20,Social Sciences,2.73,Yes,No,Yes,4,2,5,5,5,4,2,Yes
14810,Male,20,Information Systems,3.5,No,Yes,,4,3,4,1,3,3,4,Yes
14811,Male,23,Life Sciences,2.24,No,No,Yes,4,2,3,4,5,3,4,Yes
14812,Male,18,Life Sciences,2.52,No,Yes,Yes,3,4,1,5,4,1,1,Yes
14813,Male,23,Communications,1.94,No,Yes,No,4,2,3,5,5,5,1,No
14814,Male,17,Social Sciences,2.99,No,No,Yes,1,3,5,3,1,5,2,No
14815,Female,21,Social Sciences,3.91,No,Yes,No,5,4,3,4,5,5,3,No
14816,Female,20,Communications,3.89,Yes,Yes,Yes,4,2,3,2,4,4,3,No
14817,Female,19,Communications,3.89,No,Yes,No,4,5,1,3,1,2,1,No
14818,Female,22,Social Sciences,2.85,No,Yes,Yes,4,4,1,5,1,5,2,No
14819,Male,21,Information Systems,2.2,No,Yes,Yes,3,3,1,5,1,2,1,No
14820,Female,18,Business,2.46,No,Yes,,3,3,4,5,1,1,1,No
14821,Female,19,Language,2.31,No,No,Yes,3,2,4,4,5,3,4,No
14822,Agender,20,Business,2.16,No,Yes,No,1,3,1,5,4,1,4,Yes
14823,Male,20,Life Sciences,2.59,No,Yes,Yes,4,4,5,5,1,5,2,Yes
14824,Male,18,Social Sciences,2.81,No,Yes,Yes,5,4,3,4,3,1,5,No
14825,Bigender,22,Social Sciences,2.95,No,No,Yes,5,4,1,4,4,4,2,No
14826,Male,21,Communications,3.21,Yes,No,Yes,2,4,5,3,4,2,1,Yes
14827,Genderfluid,22,Communications,2.11,,Yes,Yes,5,5,4,3,2,2,5,No
14828,Female,19,Business,2.74,No,Yes,Yes,4,1,4,4,4,1,5,No
14829,Female,22,Communications,2.84,Yes,Yes,No,3,5,4,2,4,2,3,Yes
14830,Female,22,Arts,3.52,No,Yes,Yes,4,2,2,3,1,5,3,No
14831,Female,18,Communications,3.58,No,No,Yes,5,4,5,1,5,2,5,No
14832,Male,23,Social Sciences,2.84,Yes,Yes,Yes,4,2,1,1,4,5,5,Yes
14833,Male,18,Information Systems,2.81,Yes,No,No,4,4,3,4,5,1,4,Yes
14834,Male,17,Information Systems,4,No,Yes,Yes,3,1,1,2,1,3,2,No
14835,Female,20,Social Sciences,2.52,No,Yes,No,2,1,2,4,3,4,3,No
14836,Female,22,Social Sciences,2.55,No,Yes,Yes,4,1,4,1,1,4,4,No
14837,Female,20,Social Sciences,2.94,No,Yes,Yes,3,1,5,2,5,5,3,Yes
14838,Male,17,Life Sciences,2.98,No,Yes,No,4,2,2,5,5,3,1,No
14839,Male,20,Business,2.93,No,Yes,,4,4,4,3,2,1,2,Yes
14840,Female,21,Social Sciences,2.06,No,Yes,Yes,5,3,2,4,4,4,5,Yes
14841,Polygender,23,Arts,3.67,Yes,Yes,No,5,5,2,3,5,3,1,No
14842,Male,22,Social Sciences,3.67,No,Yes,Yes,1,1,5,2,4,1,3,No
14843,Male,17,History,2.9,No,Yes,Yes,4,1,2,1,2,5,2,No
14844,Polygender,19,History,3.32,No,Yes,Yes,3,2,4,2,4,2,1,No
14845,Female,19,Business,2.68,Yes,Yes,Yes,5,1,4,3,5,2,4,Yes
14846,Female,17,Life Sciences,2.63,No,Yes,Yes,5,3,5,1,5,3,5,No
14847,Female,19,Communications,2.49,No,Yes,,4,1,2,1,3,2,3,No
14848,Female,18,Social Sciences,1.96,No,No,Yes,3,2,5,1,2,1,3,Yes
14849,Female,22,Business,3.77,No,Yes,No,5,3,5,2,1,1,2,No
14850,Male,19,History,3.23,No,Yes,Yes,2,2,2,4,2,3,5,No
14851,Female,18,Social Sciences,2.39,Yes,Yes,Yes,5,1,4,2,1,4,1,No
14852,Genderfluid,18,Social Sciences,2.74,No,Yes,Yes,4,5,4,4,1,4,2,No
14853,Male,18,History,3.62,No,Yes,Yes,5,4,5,3,1,3,1,No
14854,Non-binary,17,Life Sciences,3.3,Yes,Yes,Yes,4,2,2,1,4,3,4,Yes
14855,Male,17,Social Sciences,2.24,No,No,Yes,3,1,2,2,4,4,3,Yes
14856,Female,19,Business,2.67,No,Yes,Yes,4,4,5,1,2,4,4,No
14857,Female,21,Life Sciences,2.15,Yes,No,Yes,4,1,2,5,3,4,4,Yes
14858,Female,19,Social Sciences,3.66,No,No,No,2,5,5,1,5,3,5,No
